lot_sale_year,auction_house,title,artist_name,object_type,pounds
1837,Christie's,"Head of a girl.  This beautiful picture was obtained from the Palace of the Petit Trianon by the Duke of Bouillon, from whom it passed to the present proprietor",Greuze,Painting,71
1837,Christie's,Portrait of Queen Anne in her robes; capitally painted,"Sir G. Kneller, 1703",Painting,11
1823,Christie's,"The Four Seasons, exemplified in Four beautiful small Cabinet Pictures, in one of which a Gardener is moving an Orange Tree in a Pot; and in the others are, a Reaper with a Sheaf of Corn, a Vinager with a Pitcher and a Glass of Wine, and an old Man warming himself. The whole very spirited in the touch, and clear in tone.  From the collection of Prince Talleyrand",David Teniers,Painting,189
1838,Christie's,"View in the Levant, with Turkish figures on a stone pier, a man-of-war firing a salute, and galleys near a castle on the left; very carefully finished",Thomas Luny,Painting,18
1838,Christie's,St. Vincent. -- The subject is represented at the moment of Nelson's boarding the San Nicholas and San Joseph from the Captain [The following are a Set of Five highly interesting Subjects of celebrated Naval Engagements],Thomas Luny,Painting,42
1838,Christie's,"A view on the coast of Ireland, with steam-vessels in a stiff breeze; very true to nature",Thomas Luny,Painting,3
1804,Christie's,"Portrait of a Nobleman, very highly finished",Scipione Gaetani,Painting,15
1804,Christie's,"The Assumption of the Virgin.  A Female (probably a Portrait of a Patroness of the Artist) in the corner below, offering up her Evening Prayer to the Virgin.  The whole painted with Elegance truly Corregiesque, and with Magic Effect of Coloring.  From the Borghese",Palma il Gioven,Painting,829
1804,Christie's,Venus and Cupid sleeping; from the Borghese Ditto [Palazzo],Giov. di Bellini,Painting,40
1804,Christie's,"Portrait of Leo X. in the Character of St. Jerome, in his Study; exquisitely finished -- an inimitable Picture, perhaps the very finest of the Master.  This invaluable Bijou is from the Colonna Palace",Albert Durer,Painting,170
1804,Christie's,"A Baptism, painted with uncommon vigour and spirited effect; from the Palazzo Bolognetti",Bassano,Painting,99
1804,Christie's,"A small Holy Family, highly finished",Rottenhamer,Painting,52
1804,Christie's,A Pastoral Subject -- the Companion,Domenichino,Painting,42
1804,Christie's,"The Holy Family, in a Landscape",Titian,Painting,110
1804,Christie's,The Annunciation,Andrea del Sarto,Painting,38
1838,Phillips (Harry),A Scene in a Harem,A. Watteau,Painting,28
1838,Phillips (Harry),The Horse Fair,Wouvermans,Painting,41
1838,Phillips (Harry),The Assumption of the Virgin,Domenichino,Painting,13
1838,Phillips (Harry),The Corn Field,J. Ruysdael,Painting,80
1838,Phillips (Harry),"A Sutler's Booth, with Military; a charming specimen",P. Wouvermans,Painting,113
1838,Phillips (Harry),"A View on the verge of Haerlem Wood, with Cottages and Figures",S. de Koning,Painting,168
1838,Phillips (Harry),The Nativity,Bassano,Painting,19
1838,Phillips (Harry),"An Exterior, with many Figures; finely grouped",Teniers,Painting,183
1838,Phillips (Harry),"A Composition of certain Roman Buildings -- the Church of the Trinity on the Mount, called Trinita da Monte, above the Piazza di Spagna; the Fountain stands in the Piazza just named; the View looks towards the site of the present French Academy, late the Villa Medecis; the Church with the dome, resembles the Church of St. Luke in the Campo Vaccino, with the columns of the ancient Temple of Antonina and Faustina, which is near it.  The whole beautifully enlivened with spirited groups of figures",H. Verschuring,Painting,52
1838,Phillips (Harry),The Instruction of Bacchus,J. Van Loo,Painting,26
1838,Phillips (Harry),"A Landscape, with a View of the Chateau de Bentheim",J. Ruysdael,Painting,131
1838,Phillips (Harry),"Salmacis and Hermaphroditus, in a Landscape, with Cupids",Albano,Painting,15
1836,Christie's,"View of an Indian palace, with elephants","Daniell, R.A.",Painting,21
1836,Christie's,"An encampment, with cavaliers at a suttler's booth; a good composition, richly coloured, from the Lockhorst collection",Wouvermans,Painting,21
1836,Christie's,"A woody landscape, with a river",Smith of Chichester,Painting,17
1836,Christie's,The Adoration of the Shepherds; richly coloured,P. da Cortona,Painting,6
1839,Christie's,"Dead birds and shooting implements, in a garden-scene; admirably painted",Weenix,Painting,34
1839,Rainy (Alexander),"The late Admiral Lord Exmouth, going into Action at Algiers -- extra whole length",[Sir William Beechey],Painting,37
1836,Christie's,A pair of whole-length portraits,Lagilliere,Painting,18
1836,Christie's,"An interior, with an old woman with a spinning-wheel eating soup; with admirable effect of light -- engraved",G. Dow,Painting,25
1836,Christie's,Christ among the doctors; powerfully painted,Guercino,Painting,13
1836,Christie's,"Head of the Virgin, in a blue drapery; exquisitely painted, the drapery beautifully cast",C. Dolce,Painting,39
1801,Christie's,"A Pair of Fruit Pieces, after",Van Huysum,Painting,14
1837,Christie's,Ships in a storm off the Dutch coast; very spirited,Ruysdael,Painting,15
1837,Christie's,"The Fete Champetre  [The set of six beautiful subjects from Bocaccio, by Stothard]",Stothard,Painting,245
1840,Christie's,"A landscape, with figures on a road near a cottage; from Sir Francis Baring's collection",Hobbema,Painting,57
1840,Christie's,A battle-piece,Hughtenborg,Painting,15
1805,Christie's,Abraham offering up Isaac,De Koningh,Painting,9
1805,Christie's,Solyman the Great,Guercino,Painting,2
1805,Christie's,St. Matthew at the Receipt of Custom,Quintin Matsys,Painting,4
1805,Christie's,The Kitchen Maid,Chardin,Painting,4
1805,Christie's,"Our Saviour and the Shepherds, fine",Teniers,Painting,15
1805,Christie's,Holy Family with Angels,German School,Painting,9
1839,Christie's,"A Nautilus, richly mounted, and a group of Fruit upon a salver; a beautiful specimen of this admired artist",Lance,Painting,8
1839,Christie's,"A View on the Coast of Wales; a storm passing off; a western sky is illuminated by a brilliant evening sun; the agitated sea is beating upon the shore, where children are in conversation; one of the finest pictures of the master.",John Wilson,Painting,18
1839,Christie's,"Blowing Hot and Cold.  The Satyr and the Peasant's Family.  An unusually grand work of the Master, but painted with all the care and finish of his cabinet specimens; an admirable performance.",Jan Steen,Painting,74
1839,Christie's,"Portrait of a Lady of Quality in a rich fress, with a pearl necklace; beautifully finished",K. De Moor,Painting,6
1839,Christie's,The Weary Family; an exquisite chef d'oeuvre,F. Taylor,Painting,24
1839,Christie's,"Wilkin Flammock in a cuirass, and a halberd in his hand, standing on a tower near a gun; painted with Rembrandt-like effect.",Fraser,Painting,16
1839,Christie's,"The Reposo of the Holy Family, attended by Angels, in a beautiful Landscape, with extensie ruins,and delictely-coloured distance; a brilliant specimen of this favourite Master.",Poelemberg,Painting,52
1837,Christie's,"A view over an extensive flat country, with cattle in the foreground",J. Ruysdael,Painting,22
1837,Christie's,"The lake of Albano, with architectural fragments and figures",Wilson,Painting,27
1837,Christie's,Esther witnessing the honors conferred upon Mordecai; the principal group full of elegance and sweetness and admirably coloured,"Jones, R.A.",Painting,90
1837,Christie's,Rat hunting; the capital engraved picture,"Landseer, R.A.",Painting,116
1837,Christie's,Portrait of an elderly lady with a book in her hand; full of elevated character and admirably painted,Mrs W. Carpenter,Painting,22
1837,Christie's,A man reading the Gazette,Ostade,Painting,22
1838,Christie's,"A Musical Conversazione: this delightful painting is composed of a group or groups of a great many figures, it represents a musical party al fresco, before the lake-house in Wanstead Park; the party are attired in the rich dress costume of the day, (which was early in  George II's. reign) and are all of them portraits of noble and distinguished personages; Earl Tilney and his Countess are prominent persons at the top of the balustrade, doing the honours of the fète.  This picture was sold at Wanstead House, in June 1822, No. 318 in the Catalogue, for £127. 1s","Joseph F. Nollekins, (Scholar of Watteau)",Painting,18
1838,Christie's,"Interior of Westminster Abbey, with the shrine of Edward the Confessor; a painting of very great merit and more especially splendid in its architectural parts",David Roberts,Painting,53
1838,Christie's,"Miss E. Lindley, first wife to the Right Hon. Richard Brinsley Sheridan, a finished sketch for the well-known portrait of this lady, as Cecilia.  This is a lovely portrait of one of the most lovely personages of the day.  To great personal beauty and intellectual endowments of the highest order, she united every graceful female accomplishment that the most finished education could confer, alike fitted to adorn society, and to constitute the happiness of a domestic life.  Her death was premature, and it was said to have been a severe calamity to her nearest realtions, and deeply lamented by all who admired her unrivalled talents",Sir Joshua Reynolds,Painting,82
1838,Christie's,"The Companion; a composition, in which the artist has introduced the ancient Temple of Minerva Mediea; a herdsman, and one of the fine long-horned oxen of the Campagna di Roma; all correctly copied from nature.  The artist died young, and his paintings were held in very great estimation by English and Foreign artists, and Travellers; his figures and animals are painted with the greatest care and diligence, and are most accurate representations from nature [The artist was a native of Flanders, but settled in Rome, where he was some time about 1795, commissioned to paint this and the companion picture]",Denis,Painting,14
1837,Phillips (Harry),Boaz and Ruth,"R. Westall, Esq. R.A.",Painting,48
1837,Phillips (Harry),The Death of James the Second,"R. Westall, Esq. R.A.",Painting,32
1804,Wright (James),Ruins with Cattle,Geo. Morland,Painting,14
1804,Wright (James),"Farm Yard with Cattle, Pigs, &c.",Geo. Morland,Painting,41
1804,Wright (James),"Black Friar's Bridge when Building, with St. Paul's in the Distance -- a happy effect of the magic pencil of [Wilson]",Wilson,Painting,38
1804,Wright (James),View below London Bridge,Hodges,Painting,14
1804,Wright (James),Landscape with Beggars,Geo. Morland,Painting,30
1848,Christie's,"A Meadow, in which are three cows and two goats; one of the former, marked with grey and white patches, is rubbing is head against the trunk of a tree; the other two cows, one of which is of a red, and the other of a dun colour, are lying down on the left, ruminating; one of them has its head over the other's back.  Nearer the front is a white goat; the remaining animal is on the right.  1 ft. 1 1/2 in. by 1 ft. 5 1/2 in.  Smith's Catalogue, No.48.",A. van de Velde,Painting,220
1848,Christie's,"A Landscape, with a château, upon a hill, at the side of which flows a river.  Three men in front conversing together: two are seated, and the third is standing.  Engraved in the Poulain Gallery.  From the collection of Poulain, 1780.  8 in. by 10 in.  P. Smith's Catalogue, No.243.",D. Teniers,Painting,210
1848,Christie's,"An Italian Landscape, with a woman and a boy standing in a pool of water, with a laden donkey, an ox, and a dog: a white ox and two sheep are lying near a fence of reeds; a convent on the side of a hill in the distance; and two trees in front are illumined by a brilliant afternoon sun.",K. Du Jardin,Painting,388
1848,Christie's,"A romantic Landscape, with a piece of water surrounded by trees, a flock of sheep on the bank, and two figures reposing on a road in the foreground, with brilliant afternoon sun.",G. Poussin,Painting,55
1848,Christie's,"A Lady singing.  The subject is composed of a young lady and gentleman, the former attired in a blue jacket bordered with ermine, and a white satin petticoat, is seated on the right, seen in a front view, playing on a theorbe, and accompanying the air with her voice.; her eyes at the ssame time are directed to the cavalier who sits on a table listening to the music; upon the table, which is covered with a Turkey carpet, are a music book and a watch.  From the collections of M. Lormier, 1763; M. Marigny, 1781; and M. de Calonne, 1788.  Exhibited in the British Gallery in 1832.  1 ft. 4 in. by 1 ft. 2 in.  P (about).  Smith's Catalogue, No.25.",G. Terburg,Painting,231
1848,Christie's,"The Ruins of a Fort: an extensive view over a wide expanse of country interspersed with cottages, representing a youth sitting on the wall of a ruined fortification in the foreground drawing.  Large fleecy clouds floating over the hemisphere give variety of light, and shade to the landscape.  Formerly in the collection of Mr. Cleve and Sir Geo. Yonge, Bart.  1 ft. 9 in. by 2 ft.  C.  Smith's Catalogue, No.215.",J. Ruysdael,Painting,89
1848,Christie's,"A Black and White Ox, standing near the stem of a tree, and a red and white one lying, some young willows growing behind.  14 3/4 in. by 19 1/2 -- upright.","P. Potter, 1645",Painting,220
1848,Christie's,"A Company of Villagers in a Room.  Among a group in front is seated a young woman, whose face is seen profile view, and her attention drected to an elderly man, who is politely paying his respects to her, taking off his hat and apparently inviting her to be his partner in a dance.  From the collection of Lord Charles Townshend, 182.  1 ft. 2 in. by 10 in.  P.  Smith's Catalogue, No.131.",Jan Steen,Painting,178
1848,Christie's,"A Spaniel wityh a dead Partridge, in a garden scene.",Hondekoeter,Painting,36
1840,Christie's,"View of the Piazetta of St. Mark and the Doge's Palace, from the canal, with the Bucentauro gondolas and figures",Canaletti,Painting,14
1840,Christie's,"A grand Italian landscape, with buildings and figures, and mountainous distance; beautifully coloured",Moucheron,Painting,22
1840,Christie's,A view of Ostend,A. Van der Neer,Painting,16
1840,Christie's,"The Ascension; the disciples assembled round the tomb, beautiful landscape -- the companion",Agostino Carracci,Painting,53
1840,Christie's,"A view in Venice, with gondolas and figures; capitally painted",Canaletti,Painting,16
1840,Christie's,"St. Francis at his devotions, in a landscape; coloured in a fine deep tone -- on copper",C. Cigoli,Painting,4
1840,Christie's,"An open Italian landscape, with a group of peasants with a cow, goats and sheep, in conversation in the foreground, figures with cattle advancing on a road; coloured with Rembrandt-like effect",F. Wolfaerts,Painting,25
1840,Christie's,"A landscape with two peasants, and a woman in conversation on a rising ground near a village; a capital copy",Teniers,Painting,15
1838,Christie's,The Judgment of Paris,P. Veronese,Painting,13
1838,Christie's,"Portrait of an old woman in a black and red dress, seated; capitally painted",Rembrandt,Painting,23
1838,Christie's,"Twelfth-Night, interior, with figures at a repast; capitally painted",Molinaer,Painting,21
1803,Christie's,"A Landscape with the View of a Lake, Buildings and Figures, a chaste and beautiful Picture, engraved by Vivares",G. Poussin,Painting,65
1803,Christie's,"The Silence, a fine Copy after the well known Picture of his Brother Anibale Carracci, in his Majesty's Collection, highly finished",Agost. Carracci,Painting,38
1803,Christie's,"Madona Christ and Infant Saints, a charming Composition, possessing much of the Grace and Colouring of Corregio, to whom this Picture may be deemed little Inferior",A. del Sarto,Painting,199
1803,Christie's,"A Landscape and figures, from the Duke of Bridgewater Collection",Domenichino,Painting,26
1803,Christie's,"The Seven works of Mercy, a very fine and singular Picture of this Master, whose works are exceedingly scarce, it is from the collection of the Chanoine Clynfs at Antwerp",Murillo,Painting,388
1803,Christie's,"A Groupe of Three Cows in a Sunny Landscape, a delightful Picture of this Master; remarkable for Simplicity of Composition and warm, clear, transparent Effect:  The Animals are finely drawn, and painted in his best Manner",CUYP,Painting,315
1803,Christie's,"The Money Lender, a well known Picture",Valentini,Painting,25
1801,Christie's,"A Pair of elegant Views of the Lake of Albano, with the Castel Gandolfo, and the companion the Lake of Nemi","Joseph Wright, of Derby",Painting,63
1801,Christie's,View of a Cottage in Needwood Forest,"Joseph Wright, of Derby",Painting,63
1801,Christie's,A View on the Lakes in Westmoreland,"Joseph Wright, of Derby",Painting,16
1801,Christie's,A Ditto [A View on the Lakes in Westmoreland],"Joseph Wright, of Derby",Painting,15
1801,Christie's,"The Colosseo at Rome with Figures, a highly finished View of this grand and interesting Monument of Antiquity","Joseph Wright, of Derby",Painting,74
1805,Robins (Henry J. & George Henry),"The Bridge Scene, a very choice and happy specimen of this great artist's unrivalled talent",G. Morland,Painting,67
1805,Robins (Henry J. & George Henry),"The Fox Ale House, the figures admirably disposed",G. Morland,Painting,31
1805,Robins (Henry J. & George Henry),"The View of the Needles off the Isle of Wight -- one of the happiest Efforts of the Master, who considered his Success in depicting the Effect of the Sea beyond any other he ever painted",G. Morland,Painting,73
1805,Robins (Henry J. & George Henry),The Cottage Door,G. Morland,Painting,16
1838,Christie's,Stellio deriding Ceres,Jan Steen,Painting,21
1836,Foster (Edward),"Portrait of himself, in chalks, glazed, capital.",La Tour,Drawing,56
1802,Christie's,"The Eight Original Pictures, ever celebratd as chef d'oeuvres of Hogarth; and well known by the title of The Rake's Progress.  Hogarth, well acquainted with all the Vicissitudes of Life, and perfectly Master of the Passions, has immortalized himself by correcting the Failings of his Countrymen.  These inimitable Productions of his Pencil might alone have established his Fame [The preceding was excerpted]",Hogarth,Painting,598
1802,Christie's,"Moses displaying the Brazen Serpent in the Wilderness, companion to the preceding:  truly a Morceau de Maître",Hamilton,Painting,38
1802,Christie's,The Virgin and Child attended by Angels in a Landscape,Van Balen,Painting,23
1802,Christie's,"The Holy Family, with St. Joseph and St. John, full pleasing Expression; this capital Picture of the favorite Master once graced the collection of Sir Laurence Dundas",Murillo,Painting,99
1802,Christie's,"The Presentation of the Virgin.  The Procession of Elders to the Temple in this Picture is uncommonly grand; the Characters full of noble Expression, and painted in a vigorous Style.  This Chef d'oeuvre of the German Raphael, and it's Companion, were formerly brought to Italy by Christina, Queen of Sweden, but, were not long since purchased from out of the Bracciano Palace at Rome",A. Durer,Painting,147
1802,Christie's,"A View of the River in Ohaite Peha, or lesser Otaheite with Figures of Natives: a Mountainous and rich Glowing Scene",Webber,Painting,21
1839,Christie's,"Apollo and Daphne, with other figures, in a landscape",N. Poussin,Painting,23
1839,Christie's,Joseph and Potiphar's wife,Beliverti,Painting,21
1837,Foster (Edward),"A Stran View, with Fishing Boats; to the right a Ferry Boat tacking against a gentle breeze; to the left figures over a fire -- the whole enlivened with a warm tone of colouring.",V. de Capella,Painting,22
1837,Foster (Edward),"A sunny Landscape with Group of Cows, Shepherd and Dog reposing on a Bank; painted with great freedom.",Cuyp,Painting,28
1837,Foster (Edward),"A Group of Cattle and Peasants fording a Brook, in a warm Italian Landscape.",Van Gool,Painting,15
1840,Christie's,"An Italian Landscape, with ruins, and nymphs bathing in the foreground; a beautifully coloured specimen",Poelemberg,Painting,31
1840,Christie's,"Portrait of Charles Lewis, Elector Palatine, in armour, his hand resting on his helmet; half-length, full of fine character",V. Dyck,Painting,24
1840,Christie's,His own Portrait in a black dress,A. Del Sarto,Painting,13
1840,Christie's,"The Virgin with the Infant in her arms, before whom are St. Francis, St. Dominic, and three female Saints, towards the elder of whom the Infant is extending his hand; a capital picture, upright, on panel",Van Egmont,Painting,14
1840,Christie's,"A Landscape, with mountainous distance, over which lightning is breaking; a figure in the fore-ground",G. Poussin,Painting,46
1840,Christie's,"Portrait of Killigrew, in a pale red silk vest, his right hand resting on the hilt of his sword; very elegant",Dobson,Painting,37
1840,Winstanley,"A View in Rome -- canvass.  A genuine pleasing specimen of this able Master; -- it was brought from the Barberini Palace in Rome, from which the view is taken","Gaspar Dughet, called Poussin",Painting,11
1840,Winstanley,"The Laughing Girl -- canvass.  A figure replete with the powerful delineation of character, the rich colouring and fascinating effect of this great ornament to the British School",Sir Joshua Reynolds,Painting,21
1840,Winstanley,"Boys taking their Luncheon, attended by their favourite Dog -- canvass.  A Scene full of pleasing nature, finely painted","Gainsborough -- Born 1727, Died 1788",Painting,45
1840,Winstanley,"A Landscape, with a Lighthouse, and a Party crossing a Ford -- canvass.  A noble specimen of Italian Landscape Painting.  A Picture full of character","Antonio Tempesta -- Born 1555, Died 1630",Painting,25
1840,Winstanley,"The Descent from the Cross -- canvass.  The Virgin, with an expression of intense grief, is supporting the upper part of the body of Christ; two Angels on the left are holding the Crown of Thorns; another Angel supports the left arm of the crucified Saviour, for whose sufferings every countenance expresses a deeply-felt sorrow: on the right are the instruments of the Passion.  The two preceding Pictures are part of a series of eight, illustrative of the Life of the Vrgin, which are mentioned by Velasco, Captain Davies, and other writers on the Spanish Painters, to have been painted by Murillo, expressly for the Cathedral of the Trinidada at Seville, where the whole series remained until the approach of the French Armies to that city, when they were with difficulty brought from Spain, and were sold by Mr. Christie, in London, in the year 1810, when these master-pieces of Art were purchased by the late owner",Bartolome Esteban Murillo,Painting,90
1840,Winstanley,"Christ with his Disciples at Emaus -- canvass.  This Picture is full of grandeur; the subject is finely told, the characters and expression strongly appropriate, and the effect is powerful.  It is in Guercino's second manner, which is most approved for colouring","Guercino -- Born 1590, Died 1666",Painting,210
1840,Winstanley,"Venus Sacrificing at the Statue of Adonis -- canvass.  Adonis having in the Chase received a mortal wound from a Boar, Venus, inconsolable for his death, is related to have raised a Temple to his memory, and to have performed annual sacrifices therein.  She pours a libation on his heart, which produces the purple flower anemone.  Cupid, weeping, extinguishes his torch, while several of the Gods and Goddesses attend on the Cyprian Queen.  The Huntsmen of Adonis with their Dogs are seen in the distance, and the Composition is enriched with groups of the Relatives of Adonis and the Sages of the Country, and adorned with the Graces, Fortune and Fates.  The Picture is full of poetic beauty and classical elegance",Agostino Carracci,Painting,12
1840,Winstanley,"A Doctor dressing the Foot of his Patient, and two Figures attending the operation -- panel.  The colouring is transparent and rich -- the characters full of appropriate expression.  This Picture was the property of the unfortunate Admiral Byng",Adrian Brawer,Painting,19
1840,Winstanley,"A Lady and Child, in a Landscape, enriched with Flowers -- panel.  This matchless Picture is the portrait of a Lady of noble family, named Booven, and it remained at Antwerp, in the possession of the descendants of Rubens, with the celebrated Chapeau de Paille (now in the collection of Sir Robert Peel, Bart.).  In 1809, the last survivor of the family, Madame Knyff, sold it to a French Dealer, from whom the late owner purchased it.  The Landscape and Flowers are painted by Breughel, with great skill and knowledge of his art.  Their beauty gives additional effect to the vivid and powerful colouring of the Figures.  This Picture may be truly said to have been painted con. amore",Peter Paul Rubens,Painting,155
1839,Christie's,A landscape and cattle,Wynants,Painting,13
1836,Christie's,"An interior, with boors smoking",Teniers,Painting,21
1836,Christie's,"An upright landscape, with peasants in conversation, and others with cattle at a fountain in the background",K. du Jardin,Painting,12
1836,Christie's,A man in a helmet; powerfuly painted; a splendid specimen of colouring,Titian,Painting,15
1836,Christie's,"A landscape, with a ruin on a high ground, and a man driving cows; richly coloured",Gainsborough,Painting,15
1836,Christie's,"Interior, with a musical party; engraved",Greuzier,Painting,6
1836,Christie's,A sketch for the picture of the Rabbit on the Wall,"Wilkie, R.A.",Painting,52
1839,Christie's,"A Rocky Landscape, with Sheep on the bank of a River, with a mountainous distance: painted with a beautiful Berghem-like effect",Dietrich,Painting,47
1839,Christie's,"A grand upright Landscape, with mounted Figures ascending a road, with glowing effect of evening Sun",Both,Painting,35
1839,Christie's,"A Rocky Landscape, with a Cascade, and Cows and Goats in the Water, in the wooded foreground, with a mountainous distance, illumined by an evening Sun; a beautiful subject",Pynacker,Painting,27
1837,Christie's,"Venus crowning Adonis with flowers, and Cupid with her car and dogs in attendance, in a richly wooded landscape",Eglon v. der Neer,Painting,49
1837,Christie's,"The Holy Family, with St. John and other saints, on panel; a grand composition, full of elevated character",Raffaelle,Painting,17
1837,Christie's,The Roman Charity; full of beautiful character,Domenichino,Painting,160
1837,Christie's,"Francis I., with the Arts and Sciences; richly coloured",C. Cagliari,Painting,20
1837,Christie's,"A landscape, with buildings and figures; a beautiful finished specimen",H. Meyer,Painting,10
1837,Christie's,"A sea-view, looking towards a Dutch port, a yacht, with her sterm towards the spectator and other vessels, are distributed over the scene -- a fresh breeze; a brilliantly coloured picture",Backhuysen,Painting,24
1837,Christie's,The bath of Diana; a brilliantly coloured specimen,Stothard,Painting,17
1837,Christie's,The Crucifixion,Alfred Gomersal Vickers,Painting,10
1843,Winstanley,"The Landscape, with Figures, generally known as The White Monks.  This powerful specimen of our justly admired English artist, is a small repetition, with variations of one of his most favourite subjects.  On the right of the picture are two figures seated under an umbrella; on the left is a mountain precipice, on which is seen a Monk in a white costume, adoring a crucifix -- A Man on Horseback is travelling down the hill, from the foreground.",Richd. Wilson,Painting,22
1843,Winstanley,"A Sea Piece, with a Man-of-War saluting, and other Vessels.       A very choice and desirable specimen, in the clear silvery tone of the master, and of a rare quality.",Willem Vandevelde,Painting,15
1836,Christie's,"A grand Italian landscape, with mountainous foreground, figures and cattle advancing upon a road; illumined with admirable sunny effect -- a capital picture",De Heuish,Painting,82
1836,Christie's,"A Storm off a coast, with a man-of-war and other vessels; a grand composition, full of spirit",W. Van der Velde,Painting,39
1836,Christie's,"A Dutch town on the banks of a river, with boats and fishermen; effect of moon and fire-light",Van der Neer,Painting,26
1840,Sotheby's,The Chair-mender [Oil Paintings],Frazer,Painting,14
1839,Christie's,Cattle in a fountain; a capital picture,Soelmaker,Painting,23
1837,Christie's,"A Cavalier holding a Horse, another mounted cavalier advancing",Cuyp,Painting,11
1837,Christie's,The Madonna della Sediola,Raffaelle,Painting,83
1837,Christie's,"The Reposo, in a landscape, with an angel offering fruit; an elegant composition",Parmegiano,Painting,18
1837,Christie's,"A Lady, in a red corset, seated with a dog in her lap",Metzu,Painting,9
1837,Christie's,"A Girl leaning on a table, with an apple and bread before her; full of natural character",Greuze,Painting,26
1837,Christie's,"Erminia and the Shepherd, with a group of cattle and sheep near a hovel, in a landscape; a capital picture",Adrian Van Der Velde,Painting,36
1837,Christie's,"A Landscape, with a milkmaid and a group of cows near the richly wooded bank of a river, a ruined building is in the half distance of a glowing sunny landscape; a beautiful subject",Cuyp,Painting,65
1837,Christie's,"A View near a Distant Country, with a river, and figures on a road; admirably painted",Rembrandt,Painting,38
1837,Christie's,Portrait of a Dutch Lady; painted with great truth -- the companion,Rembrandt,Painting,35
1837,Christie's,The Companion,Moucheron,Painting,14
1837,Christie's,"The Duke of Alva, with his army encamped outside the walls of a town, and receiving a deputation from the burghers; a grand and very interesting subject",Cuyp,Painting,78
1837,Christie's,"A Frost Piece, with numerous figures and sledges on the ice -- daylight",Van Der Neer,Painting,17
1837,Christie's,The Presentation; a grand composition,Titian,Painting,31
1804,Denew (James),"Landscape, companion to Lot 9, and of equal merit",Hobbima,Painting,162
1804,Denew (James),"A Landscape, with Figures; the story of Daphne and Apollo",Bourdon,Painting,22
1805,King (Thomas) Junior,"The Wise Mens' Offering, a Valuable Cabinet Picture",Titian,Painting,21
1849,Christie's,"An interior, masquerade -- with mummers in the corner.",Lancret,Painting,25
1849,Christie's,The companion.,Orizonti,Painting,18
1840,Christie's,The Benediction; the much admired work,Liverseige,Painting,94
1840,Christie's,"The Market Cart, with figures at the door of a village inn",Morland,Painting,115
1840,Christie's,The Spanish Market; the engraved Orleans Picture,Weenix,Painting,54
1840,Christie's,An Italian River Scene with Buildings -- small,Wilson,Painting,22
1842,Rainy (Alexander),"The Adoration of the Magi, with the Deity surrounded by Angels; a wonderful composition.",Balt. Peruzzi,Painting,65
1842,Rainy (Alexander),"View of Chatsworth, the Seat of the Duke of Devonshire.",Wooton,Painting,5
1842,Rainy (Alexander),"The Palace of the Doge,  with the Landing of ditto, the companion.",Canaletti,Painting,83
1839,Christie's,A study,Velasquez,Painting,4
1839,Christie's,The Triumph of Amphitrite; the celebrated grand work of the master,L. Carracci,Painting,13
1839,Christie's,St. John Baptist,L. Spada,Painting,2
1804,Christie's,"A Bacchanalian, from Mr. Purlin's Collection",S. Ricci,Painting,15
1804,Christie's,"Pair of Battle Pieces, very fine",Bredael,Painting,20
1839,Christie's,"A landscape, with a flooded road under a sandy bank, with a cottage beyond, and a clouded sky",Ruysdael,Painting,51
1839,Christie's,"A Dutch yacht, with a man-of-war, and other vessels, near a jetty; a beautiful composition, very transparently coloured","W. Van de Velde, 1656",Painting,346
1837,Christie's,"Landscape with Figures; a river and boats, with classic buildings, in the middle ground; the sky clear and fresh.  This was one of the most striking pictures in the Champernone Collection",Gaspar Poussin,Painting,165
1837,Christie's,"The Virgin, with the Infant Jesus in her arms, in a characteristic landscape.  When Raffaelle visited Florence, at the age of eighteen, for the purpose of studying colour under Fra. Bartolomeo, then thirty-five years of age, he copied this picture, and his copy was till lately in the possession of the family of Lanti, from whom it has been purchased by the King of Prussia",Fra. Bartolomeo,Painting,450
1837,Christie's,"The Murder of the Innocents.  It is traditionally known that the monks of St. Dominic refused this picture, in consequence of its not being of the precise dimensions ordered, and that the painter was obliged to paint a second for their church.  The numerous alterations that have been made during its painting are visible under the colour, and fully authenticate this repetition.  There is in this picture one figure less in the group to the right; it is likewise 18 inches in height and 14 in width less that the one in the Gallery of Bologna, and the brown tints do not approach to blackness",Guido Reni,Painting,260
1837,Christie's,Portrait of his Confessor; it is the model of the St. Felix in the large picture now in the Paris Museum,P.P. Rubens,Painting,34
1837,Christie's,"Another more finished Oil Study, on paper; of a child's head, very effective in its light and shade.  Likewise at Parma",Correggio,Painting,38
1837,Christie's,"The Virgin, with the Infant Christ sitting on a throne, encircled by St. Jerome, St. Anthony, and St. Stephen on the one side, St. Peter, St. Paul, and St. John on the other, with a landscape background.  It was painted for the refectory of the Convent of St. Mark, in which the artist had taken the habit; removed from Florence, in the first revolutionary invasion by the French.  It is believed that a more important picture, by this rare master, is not to be found out of Italy.  Haquin, of Pais, has recently transferred it from its worm-eaten panel to canvas",Fra. Bartolomeo,Painting,380
1837,Christie's,"The Virgin, covering the sleeping Infant Jesus with a veil, behind are the little St. John and St. Joseph: one of the most elaborate works of this great painter.  Purchased of the Supreme Junta, in Madrid, on the fall of the Prince of Peace, in 1806",Sebastian Del Piombo,Painting,850
